	liquid	tank_failure_pressure	liquid_ratio	tank_width	tank_length	tank_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_distance
B2923	1	20.7	0.6837366	2.8	6.4	1	0.8	413.5	401.6	0	0.40	30
B2924	1	32.3	0.8462109	1.6	1.4	2.2	1.2	564.4	321.5	1	0.40	30
B2925	1	15.6	0.5808243	2.6	0.8	0.8	1.4	328.1	397.3	0	0.40	30
B2926	1	9.8	0.5230966	2	2.6	1.4	1.8	474.7	323.9	1	0.60	30
B2927	1	16.4	0.3252576	1.2	8.4	1.8	0.6	443.3	295.6	1	1.20	30
B2928	1	15	0.1826525	1.6	1.6	2.2	2	459.2	367.8	1	1.80	30
B2929	1	15.7	0.5663512	0.6	8.4	2.4	1.2	553	377.4	0	1.20	30
B2930	1	27	0.21537	1.8	3.8	0.6	0	336.4	412.5	0	0.60	30
B2931	1	21.2	0.207203	1.8	3.2	0.8	1.4	497.4	355.2	1	0.60	30
B2932	1	15.6	0.3703096	1.8	2.6	2.2	0.8	369.6	290.9	1	1.40	30
B2933	1	31.6	0.4940631	1.2	9.6	1	1.2	419.2	326.4	1	0.60	30
B2934	1	7.3	0.4158039	2.4	5.4	1	1.8	522.8	354.3	0	0.60	30
B2935	1	8.5	0.4556198	2.8	4.6	2.8	1.2	320.9	322.9	1	1.60	30
B2936	1	21.7	0.135464	2.6	2	0.6	0.8	323.9	313.1	1	0.60	30
B2937	1	35.4	0.6587805	3	1	2.6	0.4	345.9	332.9	1	0.80	30
B2938	1	32.1	0.8455844	1	9.8	2.8	1.8	566.8	399.3	1	0.40	30
B2939	1	7	0.885443	1	3.8	0.8	1.6	285.9	325.3	1	0.20	30
B2940	1	19.4	0.5255238	2.6	4.6	1.2	1.6	384	397.5	0	0.60	30
B2941	1	31.9	0.8504257	1.6	4	1.6	1	295.6	385.4	1	0.20	30
B2942	1	25.6	0.5096293	2.2	8.8	2.6	1.4	458	391.8	1	1.20	30
B2943	1	24.8	0.6433991	2.8	3.4	2.2	1.4	469.9	286.2	1	0.80	30
B2944	1	12.4	0.4804928	2.6	1	2.6	1.6	395.9	349.2	1	1.40	30
B2945	1	32	0.5959449	2.8	4.8	0.6	0.6	483.6	365.1	1	0.20	30
B2946	1	23.5	0.2691343	0.6	9.8	2	0.4	511.3	317.6	1	1.40	30
B2947	1	24.6	0.7867591	1.2	1.2	2	1.8	294.6	333.3	1	0.40	30
B2948	1	19.7	0.1404479	0.6	6.8	1	0.4	306.4	367.3	1	0.80	30
B2949	1	25	0.3931152	2	3.2	2.4	0.6	470.8	295.7	1	1.40	30
B2950	1	35.2	0.5427397	0.6	5.8	2.8	1.2	535	329.4	1	1.20	30
B2951	1	29.4	0.1379301	1	6.4	0.6	0.4	410.5	306.3	1	0.60	30
B2952	1	21.1	0.2747761	0.8	5.4	1.6	0.8	551.9	338.1	1	1.20	30
B2953	1	20.7	0.2752003	2.4	1.6	1	1.4	318	390.4	0	0.80	30
B2954	1	18.5	0.8531598	1.6	3.8	1.8	1.6	360.9	348.7	1	0.20	30
B2955	1	11.8	0.1428911	2.8	7.6	0.6	0.6	504	410	0	0.60	30
B2956	1	14.6	0.7132971	2.4	4.6	2.2	1	432.8	412.6	0	0.80	30
B2957	1	21.2	0.5065368	1	7.2	2.8	0.8	503.4	360.8	1	1.40	30
B2958	1	36.3	0.1684861	2.8	8.2	2.8	0.4	442.6	380	1	2.40	30
B2959	1	19.6	0.5666169	1	4.4	1.2	0.8	463.6	289.4	1	0.60	30
B2960	1	32.1	0.4996455	1	4.8	0.6	1.6	417.1	354.4	1	0.40	30
B2961	1	12.8	0.6732625	2.6	8.4	0.6	1.8	550.4	285.2	1	0.20	30
B2962	1	34.3	0.2655997	0.8	6	2.8	0	298.2	303	1	2.00	30
B2963	1	8.1	0.3996724	2.4	7.6	0.8	1.8	571.8	321.6	1	0.40	30
B2964	1	31.1	0.3280269	2.8	1.8	1.4	1.2	470.8	285	1	1.00	30
B2965	1	19.6	0.2806347	1.2	0.8	1.6	0.8	564.7	334.5	1	1.20	30
B2966	1	24.1	0.6565272	2.8	8.4	0.8	1.6	462.4	363.5	1	0.20	30
B2967	1	35	0.2052021	2.4	6.4	2.2	1	447.1	347.4	1	1.80	30
B2968	1	31.5	0.4483091	0.8	1.4	1	0.8	393.8	364	1	0.60	30
B2969	1	20.7	0.5038821	2.8	2.2	0.8	0	572.3	399.2	0	0.40	30
B2970	1	9.6	0.3208695	2.6	2.2	0.4	0.8	414.4	303.9	1	0.20	30
B2971	1	17.9	0.2711752	2.4	2.2	2	1.6	298.6	309	1	1.40	30
B2972	1	11.1	0.5951846	2.4	9.8	0.4	1	475	284.3	1	0.20	30
B2973	1	6.3	0.5954312	1	6.4	0.8	1.6	363.3	340.5	0	0.40	30
B2974	1	5.6	0.1383854	2	1.2	1.8	2	331.9	419.3	0	1.60	30
B2975	1	33.2	0.3139068	0.6	6	1	1.2	475.3	408.4	1	0.60	30
B2976	1	11.8	0.2240975	2	4.2	1.8	1.4	338.6	420.9	0	1.40	30
B2977	1	10.9	0.7682018	1.2	2.6	1.2	0.2	494.1	389.3	0	0.40	30
B2978	1	24.6	0.2264309	2.4	8.2	1	2	513.6	418.2	0	0.80	30
B2979	1	14.6	0.1446256	2.4	5.2	1.6	1.4	290.4	359.2	1	1.40	30
B2980	1	17.6	0.150291	1.2	5.6	2.4	0.4	305.8	417	0	2.20	30
B2981	1	19.8	0.2101016	3	1	2.6	0.4	534.4	343.3	1	2.00	30
B2982	1	24.2	0.1890137	2	3	3	0	284.3	423.3	0	2.60	30
B2983	1	31.8	0.6867565	2.2	9	2	1.2	548.6	376.7	1	0.60	30
B2984	1	20.9	0.3183554	0.6	8.8	2.4	0.8	470.5	325.7	1	1.60	30
B2985	1	11.4	0.1154843	1	5.4	0.8	0.4	341.7	421	0	0.80	30
B2986	1	12.8	0.5102015	2.8	8.6	0.6	1	314.3	298.6	1	0.20	30
B2987	1	34.2	0.3882294	2	2.6	0.8	1.6	301.2	299.3	1	0.40	30
B2988	1	27.9	0.5619185	2	0.4	2.2	1	474.5	296.2	1	1.00	30
B2989	1	17.5	0.7799237	1.4	9	2	0.8	464.3	328.6	1	0.40	30
B2990	1	30.6	0.7707925	1.6	5.2	2.4	1	562.3	376	1	0.60	30
B2991	1	32.1	0.337526	2	4.8	0.6	1.8	429	300	1	0.40	30
B2992	1	35.8	0.3317594	2.4	0.6	1.8	1.2	462.1	292.4	1	1.20	30
B2993	1	32.3	0.1219048	2.4	6.6	2.8	2	432.4	352.3	1	2.40	30
B2994	1	10.3	0.2749996	2.4	1.2	1	1.4	397.6	293.5	1	0.80	30
P2501	0	18	0.4890799	2.8	3.2	0.6	1.8	364.2	353.5	0	0.4	30
P2502	0	21.2	0.5509839	2.6	1.4	2.2	1.6	390.3	352.2	0	1	30
P2503	0	27.1	0.3209777	2.4	0.6	2.6	1.8	391.9	309.3	1	1.8	30
P2504	0	40.4	0.7911571	1	6	1.6	0.4	408.8	313.4	1	0.4	30
P2505	0	31.8	0.5828999	1.8	1	2.2	1.2	400.4	319.9	1	1	30
P2506	0	32.7	0.6046861	1	9.8	2.6	0.4	309.7	354.1	1	1	30
P2507	0	29.6	0.2250619	0.6	7.2	1.8	0.8	366.2	339.7	1	1.4	30
P2508	0	25.2	0.8492573	1.4	5.2	3	1.2	371.2	297	1	0.4	30
P2509	0	10.6	0.5384468	1.4	8	2.8	1.2	420.9	354.7	0	1.4	30
P2510	0	23.3	0.8773292	2.6	8.6	1.2	1.8	344.1	358.1	0	0.2	30
P2511	0	6	0.3609335	2.8	3	0.6	1.6	342.5	293.9	0	0.4	30
P2512	0	10.6	0.1230165	1.6	9	1	1.6	394.5	291.9	1	0.8	30
P2513	0	39.1	0.2317083	1.6	5.4	0.6	0.6	308.3	342.5	1	0.4	30
P2514	0	21.9	0.4351358	1.6	7.6	2.4	0.4	351	287.9	1	1.4	30
P2515	0	22.9	0.3485747	2.4	5.6	0.4	0.2	390.7	315.8	1	0.2	30
P2516	0	14.1	0.164239	2.4	9	2.6	0.2	291.4	306.9	1	2.2	30
P2517	0	39.7	0.8768635	2.8	1	2	1.2	357.4	323.4	1	0.2	30
P2518	0	33.7	0.510511	2.6	7.4	1.4	1.6	325.1	364.8	0	0.8	30
P2519	0	17.9	0.2861182	2.6	7.4	1	1.4	382	350.8	0	0.8	30
P2520	0	35.5	0.6345458	1.6	7.2	1.6	1	436.2	310.3	1	0.6	30
P2521	0	11.3	0.6169913	1.2	10	2.2	1.8	396.5	363.2	0	1	30
P2522	0	12.5	0.8991843	0.8	7.2	1.6	1.2	404.6	345.7	0	0.2	30
P2523	0	22.1	0.5970231	1.6	7.4	1.4	1	382.8	358.1	0	0.6	30
P2524	0	40.7	0.4240881	1	1.4	2.4	1.6	356.6	290.8	1	1.4	30
P2525	0	40.4	0.8352361	0.8	6.6	1.6	2	370.1	311.1	1	0.2	30
P2526	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	30
P2527	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	30
P2528	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	30
P2529	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	30
P2530	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	30
P2531	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	30
P2532	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	30
P2533	0	32	0.7437649	2.2	6	2.2	1.2	406	361.1	0	0.6	30
P2534	0	30.3	0.1242029	0.4	1.8	1.6	1.4	324.1	323.2	1	1.4	30
P2535	0	26.1	0.5258929	0.6	1.2	1	0.2	431.6	361.2	0	0.6	30
P2536	0	35.5	0.3554513	2.6	1.4	1.8	0.4	435.1	342.7	1	1.2	30
P2537	0	38.3	0.5649015	1.8	3.6	1.4	0.2	340.9	310.1	1	0.6	30
P2538	0	16.7	0.2943134	1.8	5.8	1.4	0.4	359.3	346.4	0	1	30
P2539	0	31.7	0.7543609	2.4	8.8	1.8	1.8	312.4	288.6	1	0.4	30
P2540	0	13.5	0.7939735	2.2	4.4	1.4	1.6	416.2	339.9	0	0.4	30
P2541	0	11.2	0.8717591	2.6	6	1.4	0.6	293.8	321.9	0	0.2	30
P2542	0	11.1	0.6797245	1	7	2	2	347.6	328.1	0	0.8	30
P2543	0	25	0.6707371	3	0.8	1	0.2	404.6	367.5	0	0.4	30
P2544	0	32.6	0.4359476	2.2	1.4	2.8	0.2	312.8	325.5	1	1.6	30
P2545	0	11.5	0.7700943	0.4	7.8	2.6	0.6	379.6	320.3	0	0.6	30
P2546	0	29.1	0.5229516	2.6	2	0.6	0.6	284.4	310.8	1	0.2	30
P2547	0	39.9	0.5799663	0.6	3.8	2.8	0.6	422.8	340	1	1.2	30
P2548	0	9.1	0.6049762	2.2	9.8	1.8	1.6	400.2	327.6	0	0.8	30
P2549	0	32.3	0.3797132	1.6	1	0.4	1.2	368.3	322	1	0.2	30
P2550	0	27.7	0.2941093	0.8	2	0.6	0.8	398.4	322.7	1	0.4	30
P2551	0	16.8	0.7910301	2	0.6	1.2	1.4	416	324.7	0	0.4	30
P2552	0	34.2	0.2774774	1.2	7	1.8	0.8	348.7	365.3	0	1.4	30
P2553	0	7.8	0.6587952	1	5.4	0.6	0.4	392.9	368.6	0	0.4	30
P2554	0	16.9	0.4690288	2	8.2	0.8	0	372.9	305.6	1	0.4	30
P2555	0	6	0.2847055	0.6	9.8	2.8	1	439.3	349.9	0	2.2	30
P2556	0	30	0.3225686	2	7.4	2.4	1.2	447.1	300.4	1	1.6	30
P2557	0	13	0.5395572	1.8	0.8	1.4	1.6	373.9	368.5	0	0.8	30
P2558	0	37.4	0.6174254	2.6	9.6	1.6	0.6	345.7	350.8	1	0.6	30
P2559	0	29.7	0.8471919	3	9.8	2	1.4	314.6	328.5	1	0.4	30
P2560	0	28.5	0.233358	0.6	2.2	0.4	0.4	376.8	340.3	1	0.4	30
P2561	0	10.1	0.3896234	0.6	9.4	1.8	1.6	360.9	293.8	1	1	30
P2562	0	12.9	0.3206746	2.6	5.6	2.8	0.4	361.2	295.7	1	2	30
P2563	0	10	0.6379601	2.4	9	1.8	0.6	302.5	352.9	0	0.8	30
P2564	0	7.7	0.1601197	1.2	1.4	0.8	1	355.2	329.7	0	0.8	30
P2565	0	6.4	0.1773108	2	4.2	2.6	1.2	368.2	357.4	0	2.2	30
P2566	0	34.5	0.8060515	0.6	1.2	2.6	0	286.6	295.1	1	0.6	30
P2567	0	5.3	0.1664393	2.2	1.6	2.8	1.8	311.9	289.7	0	2.4	30
P2568	0	7	0.1176479	2.2	0.8	2.4	0.6	420.4	298.6	0	2.2	30
P2569	0	31.2	0.5862565	2.8	5.8	2.8	1.4	366.9	300.9	1	1.2	30
P2570	0	30.9	0.1366855	2.8	1	1.6	0.8	367.3	332.9	1	1.4	30
P2571	0	9	0.2465947	2.2	4.2	0.8	0.4	314.5	354.9	0	0.8	30
P2572	0	37.2	0.6866512	1	5	2.4	1.2	310.8	286.5	1	0.8	30
P2573	0	35.3	0.3881373	2	2.4	0.8	1.6	422	300.7	1	0.4	30
P2574	0	29.7	0.3159131	1.2	2.2	0.6	0.4	373	328.8	1	0.4	30
P2575	0	27.8	0.6952139	2.2	7.8	1.4	1.8	368.6	329.7	1	0.4	30
P2576	0	42	0.6365229	2.8	6.2	1.8	0.2	364.6	368.2	1	0.6	30
P2577	0	6	0.3311404	2	9.2	1	1.8	433	368.7	0	0.8	30
P2578	0	34	0.3129481	1.2	6.2	1.2	1	421.9	305.7	1	0.8	30
P2579	0	29.9	0.6620367	1.4	4.4	1	0	397.2	309.3	1	0.4	30
P2580	0	38.4	0.2475703	2.8	4	2.6	0	418.8	310	1	2	30
P2581	0	31.7	0.5051849	1.8	9.4	0.6	1.4	311.8	337.6	1	0.2	30
P2582	0	7.8	0.6564234	1.6	10	1	0.2	452.9	304.5	0	0.4	30
P2583	0	38.7	0.1072168	2.6	10	0.4	0.4	300.8	325.2	1	0.4	30
P2584	0	10.5	0.4043838	0.4	9.6	2.2	1.2	290.1	314.6	0	1.4	30
P2585	0	8.4	0.3486248	1.4	3	1.6	0	407.6	286.4	1	1	30
P2586	0	23.8	0.7360488	2.4	1.4	0.4	0.8	420.2	317.4	1	0.2	30
P2587	0	21.4	0.1980185	1.8	4.2	1.4	1	425.1	335.9	0	1.2	30
P2588	0	35.9	0.2143332	1.2	6.8	2.8	0.6	409.5	339.5	1	2.2	30
P2589	0	6.4	0.8187714	2.4	4	2.2	1.6	292.6	300.8	0	0.4	30
P2590	0	8.1	0.641856	1.6	7.6	0.8	0	304.7	350.8	0	0.4	30
P2591	0	41.6	0.3893916	2	4.6	2.2	0.6	420.4	306.7	1	1.4	30
P2592	0	6.4	0.7321435	2	6	2.2	1.4	405.5	326	0	0.6	30
P2593	0	13.5	0.2873391	1.6	3.4	2.8	0.8	288.2	295.2	1	2	30
P2594	0	8.7	0.1039598	2.4	1.6	2	1.6	395.1	324	0	1.8	30
P2595	0	16.2	0.3198828	0.6	6.8	1.6	1.8	352.1	305.3	1	1	30
P2596	0	32.2	0.8227443	1.6	7.6	2	1.8	363.2	322.7	1	0.4	30
P2597	0	39.3	0.8168671	2.8	5.4	0.6	1.6	373	339.7	1	0.2	30
P2598	0	41.5	0.1770953	2	2.2	1.8	1.8	363.4	319.2	1	1.4	30
P2599	0	12.4	0.1719128	2	1	2.2	1.2	396.8	311.3	0	2	30
P2600	0	28.9	0.1867054	1.8	4.4	1	1.8	336.2	355.2	0	1	30
P2601	0	8.7	0.8770676	1.4	3.2	1.2	1.8	424.9	328.4	0	0.2	30
P2602	0	12.5	0.5022911	0.6	3.2	2.4	1.6	373.5	365.9	0	1.2	30
P2603	0	17.5	0.8380698	1.2	4.8	3	1.2	318.5	366.8	0	0.6	30
P2604	0	11.7	0.1180817	3	7	1.2	0.8	283.4	292.5	1	1	30
P2605	0	29	0.7705243	1	9.6	2.8	0.4	363.7	337.9	1	0.6	30
P2606	0	11.8	0.7760299	1.4	7.4	1.4	1.8	441	355.5	0	0.4	30
P2607	0	28	0.6228513	1.8	1.6	1.2	0.6	435.5	352.9	0	0.6	30
P2608	0	33	0.569078	2.4	5	1.8	0.2	387	323.8	1	0.8	30
P2609	0	14.2	0.7133179	1.6	6	2.6	1.4	438.6	303.7	1	0.8	30
P2610	0	8.3	0.7259928	1.4	5.6	1.8	0	323.5	292.8	1	0.4	30
P2611	0	35.9	0.8814428	2.6	1.2	3	0.4	296.5	301.3	1	0.4	30
P2612	0	24.9	0.4026279	2.6	6	1.4	0.8	397.5	348.9	0	1	30
P2613	0	7.9	0.2049309	1.2	5.8	1.8	1.6	304.7	312.5	0	1.6	30
P2614	0	22.6	0.1897432	2.6	7.6	1	0.8	426.7	297.1	1	0.8	30
P2615	0	33.8	0.8845352	0.6	1.2	0.6	1	384.5	321.9	1	0.2	30
P2616	0	7.1	0.1773088	2.4	3.8	1.8	0	432.7	306.5	0	1.6	30
P2617	0	25.5	0.5818213	1.6	1.2	2.2	0	398.7	360.8	0	1	30
P2618	0	20.6	0.7625134	2.4	8.8	0.6	2	394.5	321.2	1	0.2	30
P2619	0	10.6	0.1448188	2.2	1.8	0.6	1.6	314.8	354.1	0	0.6	30
P2620	0	41.8	0.260379	2.4	8.4	0.8	0.4	402.5	284.9	1	0.6	30
P2621	0	36.9	0.5794536	2.6	3.4	2.6	1.2	330.8	287	1	1	30
P2622	0	36.2	0.6448759	2.6	4.6	1.4	1.6	398.3	339.2	1	0.4	30
P2623	0	36.4	0.6808067	0.6	7	1.4	1	320.7	356	1	0.4	30
P2624	0	22.3	0.8076529	0.6	3.2	0.8	0.2	409.5	351.3	0	0.2	30
P2625	0	23.3	0.2159605	2.8	2.6	1.8	0.8	452	304.7	1	1.4	30
P2626	0	11.4	0.6894116	1.4	5.6	2.6	1.6	352.6	313.6	0	1	30
P2627	0	9.9	0.5388536	2.2	4	1	1.6	290.9	364.7	0	0.6	30
P2628	0	36.4	0.387045	1.4	1.4	0.4	1.8	449.9	324.6	1	0.2	30
P2629	0	39.2	0.7993886	1.8	4.4	2.2	1.2	450.2	297.6	1	0.4	30
P2630	0	9.7	0.6718057	3	1.8	0.6	1.4	353.3	366.4	0	0.2	30
P2631	0	28.8	0.3011767	1.2	4.4	1	1.8	302.1	352.9	0	0.8	30
P2632	0	10.8	0.4607141	2.6	4.6	2.4	1.6	355.3	337.3	0	1.4	30
P2633	0	41.7	0.1288093	0.6	2.4	1.6	1.2	291.4	291.3	1	1.4	30
P2634	0	14.2	0.2614477	1.8	1	2.4	1	328.7	351.5	0	1.8	30
P2635	0	36.6	0.5407885	2.6	9.8	1	1.4	353	349.3	1	0.4	30
P2636	0	34.1	0.1307335	1.8	7.6	1.6	0.8	368.2	317.5	1	1.4	30
P2637	0	38.3	0.798238	2.8	5.6	2	0.2	429.5	296.6	1	0.4	30
P2638	0	36.2	0.5245794	1.2	9.2	0.6	1.8	367	303.7	1	0.2	30
P2639	0	12.2	0.8909226	1	2.2	2.6	0	339.3	315.2	0	0.4	30
P2640	0	39.9	0.5005801	2.8	4.2	1.8	0.6	385.3	312.5	1	0.8	30
P2641	0	12.6	0.1411692	2	2.6	1.2	1.8	333.7	304.3	1	1	30
P2642	0	23.3	0.7146541	2.4	8.2	2.8	1.6	307	306.3	1	0.8	30
P2643	0	8.7	0.3066425	0.6	3.8	2.2	1	440.8	302.5	0	1.6	30
P2644	0	8.4	0.2860638	0.4	3.6	1.6	1.6	320.7	285.4	1	1.2	30
P2645	0	12.3	0.185236	2.4	7.6	2.4	1.2	373.9	290.9	1	2	30
P2646	0	25.6	0.4412241	1	7.2	0.8	1.6	353.7	290.5	1	0.4	30
P2647	0	34.3	0.3972176	0.8	6	3	0.2	288.8	363.8	0	2	30
P2648	0	24.3	0.5427168	0.6	3.2	2.2	0.8	346.6	334.7	1	1	30
P2649	0	17.8	0.2065355	2.4	4.6	2.6	1.2	325	340.3	0	2.2	30
P2650	0	14.9	0.273167	3	2.6	1.6	1.4	438.2	349	0	1.2	30
P2651	0	25.2	0.829518	1	3.2	2.8	0.4	322.9	341	1	0.4	30
P2652	0	26.4	0.4538798	1	9.4	0.4	1.4	375.3	325.5	1	0.2	30
P2653	0	10.9	0.7217436	1	6.4	1.4	1.4	429.1	306.5	0	0.4	30
P2654	0	11.8	0.7887514	1.8	9	2.2	1.2	327.9	339	0	0.6	30
P2655	0	5.1	0.2472741	1.4	2.8	2.6	0.4	416.9	315.9	0	2	30
P2656	0	10.6	0.5926065	1.6	4.2	0.8	1	387.5	301.3	1	0.4	30
P2657	0	37.7	0.7536165	0.4	1.6	2.4	0.4	318.4	284.1	1	0.6	30
P2658	0	35.6	0.507916	2	9.6	2.2	0.6	447.4	366	0	1.2	30
P2659	0	6.3	0.6801193	1.2	5.2	0.8	1	362.6	336	0	0.4	30
P2660	0	36.2	0.2148018	1.4	0.6	0.8	0.8	406.7	350	1	0.6	30
P2661	0	16.7	0.4995404	1.8	9	1.8	1.4	381.4	322.1	0	1	30
P2662	0	32.9	0.2844024	2.2	9.6	1.8	1.2	317.9	320.6	1	1.2	30
P2663	0	18.1	0.255907	2	6.4	2.8	1	440.4	359.9	0	2.2	30
P2664	0	5.4	0.4413432	1.6	4.8	2.2	1.4	357.9	340.5	0	1.4	30
P2665	0	39.6	0.422529	2.6	5.6	1.8	1	438.1	287.6	1	1	30
P2666	0	40.9	0.6977035	1.4	4	1	1.6	321.7	341.5	1	0.4	30
P2667	0	19.8	0.8482865	2.8	9.6	1.4	1.6	319.5	369	0	0.4	30
P2668	0	12.8	0.64832	1.8	8.2	0.6	1.8	389.7	296.4	1	0.2	30
P2669	0	34	0.4852872	2	6	1.6	1.8	325.4	339	1	0.8	30
P2670	0	15.2	0.3119864	1.4	2.6	1.2	1.8	406.2	319.5	0	1	30
P2671	0	26.4	0.5440571	2	3.4	1.4	2	332	312.5	1	0.6	30
P2672	0	22.4	0.5713967	1.8	7.4	1.4	1	435.7	368.8	0	0.8	30
P2673	0	39.3	0.8636528	2.8	4.8	1.6	0.6	308.5	325.9	1	0.2	30
P2674	0	24.9	0.7879784	2.8	3	0.8	0.4	401.7	350.9	0	0.2	30
P2675	0	16.3	0.4540462	2	3.8	2.2	0	430.9	314.7	1	1.2	30
P2676	0	25.3	0.7149856	1.2	3	2.4	1.8	358.7	350.1	0	0.8	30
P2677	0	5.1	0.5393498	2	2.8	2.4	0.4	331.7	299.3	0	1.2	30
P2678	0	28.5	0.2718969	1.2	1	1.4	1.8	353	308.7	1	1	30
P2679	0	30.4	0.5846083	2.4	6.6	0.8	1.2	361.6	336	1	0.4	30
P2680	0	20.9	0.1964904	0.6	9	1.6	2	407	302.8	1	1.2	30
P2681	0	16.4	0.5910763	0.8	7.8	2.4	1.8	351.7	326	0	1	30
P2682	0	22.9	0.1313413	2	8.8	1.8	1.4	343.8	335	1	1.6	30
P2683	0	38.7	0.6797707	1.8	9.4	2.2	1.6	344.4	306.2	1	0.8	30
P2684	0	8.9	0.3669781	1.2	3.2	2.2	0.4	351.5	343.2	0	1.4	30
P2685	0	23.9	0.7172052	2.4	1.8	1.2	0	417.1	324.5	1	0.4	30
P2686	0	8.9	0.8548718	2	1.2	0.6	1.2	372	328.4	0	0.2	30
P2687	0	38.5	0.7065241	2	5.2	0.4	1	439.4	364.5	0	0.2	30
P2688	0	38.9	0.4799712	2.2	9	1.2	0.6	443.9	336.8	1	0.6	30
P2689	0	9.9	0.6342078	2.6	0.8	2.2	0.6	398.2	360	0	1	30
P2690	0	13.4	0.694653	1.2	6	1	1.2	378.3	359.5	0	0.4	30
P2691	0	32.5	0.3781304	2.8	4.4	1.6	0.6	419.5	327.7	1	1	30
P2692	0	12.6	0.8163483	2	9.2	2.8	1.4	392.5	287	1	0.6	30
P2693	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	30
P2694	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	30
P2695	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	30
P2696	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	30
P2697	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	30
P2698	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	30
P2699	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	30
P2700	0	28.4	0.5232167	1.8	7.8	2	0.2	381.3	312.2	1	1	30
P2701	0	34.9	0.6538988	1	1.6	1.6	0.4	415	298.8	1	0.6	30
P2702	0	13.6	0.8867604	1	0.4	1.6	0.2	303.6	365.4	0	0.2	30
P2703	0	39.8	0.1446559	1	9.4	2.6	0.6	336.9	362.1	1	2.2	30
P2704	0	11.3	0.8743675	2.8	8.2	1.8	1.6	293.7	363.5	0	0.4	30
P2705	0	12.1	0.713109	2.4	4.8	1.6	0.6	404.4	317.9	0	0.6	30
P2706	0	21.5	0.5788416	0.8	10	0.6	0	361.2	304.8	1	0.2	30
P2707	0	18.6	0.5895593	1.6	3.6	3	0.4	412.9	358.9	0	1.4	30
P2708	0	7.7	0.4194458	1.8	2	2	0.8	324.2	302.1	0	1.2	30
P2709	0	26	0.2014993	1.4	2.2	2.2	0.8	390.1	316.1	1	1.8	30
P2710	0	5.6	0.3043359	1.2	6.4	3	0.8	307.5	299.6	0	2.2	30
P2711	0	13.5	0.2768015	1.6	6.8	2.2	1.2	390.4	305.3	1	1.6	30
P2712	0	20.8	0.4225914	3	8.8	2.4	1.8	343.3	365.1	0	1.4	30
P2713	0	34.4	0.5145215	0.6	8.4	2.4	2	444.9	314.7	1	1.2	30
P2714	0	18.3	0.8217333	0.8	0.6	2.6	1	365.3	283.3	1	0.4	30
P2715	0	12.8	0.3601055	2.6	2.8	2.6	0.4	361.4	367.3	0	1.8	30
P2716	0	27.3	0.4330132	3	8	2	1.8	302	308.9	1	1.2	30
P2717	0	21.1	0.6663157	1.6	4.2	1.2	1	411.5	286.9	1	0.4	30
P2718	0	33	0.7794113	2.4	1.4	2.8	1.6	317.7	332.5	1	0.6	30
P2719	0	23.7	0.260354	2.4	3.8	3	2	351.3	314	1	2.2	30
P2720	0	36	0.7782504	2	7.8	0.8	1	376.2	336.8	1	0.2	30
P2721	0	6	0.4687264	1.8	6.6	1.4	0	328.8	343.3	0	0.8	30
P2722	0	33.9	0.1690758	1.4	0.6	0.6	0.2	302.1	359.3	0	0.6	30
P2723	0	17.3	0.8712129	2	1.8	0.4	1.2	446.7	297.4	1	0.2	30
P2724	0	22.9	0.2599742	2.6	7.4	0.8	1.6	322.7	364	0	0.6	30
P2725	0	31.5	0.3553479	2.4	3.6	3	1.6	369	314.4	1	2	30
P2726	0	34.9	0.6908603	2.2	4.2	0.6	1.8	314.3	347.7	1	0.2	30
P2727	0	39	0.1237975	1	7.4	2.2	0.2	401.9	284.9	1	2	30
P2728	0	5.3	0.6434229	1.6	4.2	2.8	1.2	333.4	358	0	1	30
P2729	0	33.3	0.7813956	0.8	8	1.2	1	445.8	346.3	1	0.2	30
P2730	0	26.6	0.2538718	1.6	2.8	1.2	0.6	371.6	342.2	1	0.8	30
P2731	0	17.1	0.1310888	1	3	2	2	354.7	334.2	0	1.8	30
P2732	0	16.7	0.2517025	1.8	1.8	2.6	1.8	395.6	332.4	0	2	30
P2733	0	30.2	0.507989	1.2	6	1.6	0.6	352.6	360.9	0	0.8	30
P2734	0	10.6	0.6715543	1.2	6	1.2	0.6	406.7	286.8	1	0.4	30
